tid,lat_lon,date_time,taxi_id,intersection_101_280,bayshore_fwy,stop
229467,37.7634506 -122.405182,2008-06-07,125,True,True,
229467,37.7755203 -122.40583,2008-06-07,125,True,True,
229467,37.7806892 -122.399658,2008-06-07,125,True,True,
229467,37.750061 -122.403549,2008-06-07,125,True,True,
229467,37.6139908 -122.397408,2008-06-07,125,True,True,
147549,37.7845612 -122.403954,2008-05-26,79,True,True,mall
147549,37.7858582 -122.40625,2008-05-26,79,True,True,mall
147549,37.7353897 -122.406967,2008-05-26,79,True,True,intersection_101_280
147549,37.6145096 -122.389458,2008-05-26,79,True,True,airport
163989,37.7309685 -122.404358,2008-05-26,88,True,False,intersection_101_280
163989,37.6151505 -122.388008,2008-05-26,88,True,False,airport
163989,37.7806206 -122.399849,2008-05-26,88,True,False,
163989,37.7842484 -122.402969,2008-05-26,88,True,False,
163989,37.7576485 -122.404251,2008-05-26,88,True,False,
164009,37.7843513 -122.403992,2008-05-26,88,True,True,mall
164009,37.7856293 -122.405182,2008-05-26,88,True,True,mall
164009,37.7321892 -122.405022,2008-05-26,88,True,True,intersection_101_280
164009,37.6147919 -122.385643,2008-05-26,88,True,True,airport
164009,37.7808189 -122.399651,2008-05-26,88,True,True,
164009,37.7457199 -122.404922,2008-05-26,88,True,True,
164009,37.7725105 -122.406723,2008-05-26,88,True,True,
737566,37.6429596 -122.406288,2008-05-21,404,True,True,
737566,37.6565208 -122.406448,2008-05-21,404,True,True,
737566,37.6792488 -122.388496,2008-05-21,404,True,True,
737566,37.7056198 -122.394478,2008-05-21,404,True,True,
737566,37.6923599 -122.391472,2008-05-21,404,True,True,
737566,37.6671104 -122.395393,2008-05-21,404,True,True,
737566,37.6297607 -122.403091,2008-05-21,404,True,True,
737566,37.6167183 -122.399002,2008-05-21,404,True,True,
409983,37.7620811 -122.405884,2008-06-09,220,True,True,
409983,37.775341 -122.406479,2008-06-09,220,True,True,
409983,37.7817497 -122.405029,2008-06-09,220,True,True,
409983,37.7774086 -122.404152,2008-06-09,220,True,True,
409983,37.6859512 -122.39006,2008-06-09,220,True,True,
475525,37.7462387 -122.4048,2008-05-30,259,True,True,
49401,37.7341309 -122.406181,2008-05-31,28,True,True,intersection_101_280
49401,37.6175804 -122.385063,2008-05-31,28,True,True,airport
49401,37.6179199 -122.387032,2008-05-31,28,True,True,airport
49401,37.6150894 -122.390129,2008-05-31,28,True,True,airport
49401,37.7475014 -122.404411,2008-05-31,28,True,True,
49401,37.7818489 -122.400932,2008-05-31,28,True,True,
49401,37.7611809 -122.406303,2008-05-31,28,True,True,
49401,37.7748299 -122.40638,2008-05-31,28,True,True,
49401,37.681839 -122.389107,2008-05-31,28,True,True,
49401,37.6592712 -122.405022,2008-05-31,28,True,True,
49401,37.7085114 -122.395058,2008-05-31,28,True,True,
49401,37.6189308 -122.399811,2008-05-31,28,True,True,
49401,37.6690102 -122.3936,2008-05-31,28,True,True,
65786,37.7825317 -122.406776,2008-05-30,37,True,False,mall
737563,37.7696114 -122.405548,2008-05-21,404,True,False,
737563,37.7557793 -122.403229,2008-05-21,404,True,False,
737563,37.7424088 -122.407082,2008-05-21,404,True,False,
737563,37.7027893 -122.393829,2008-05-21,404,True,False,
737563,37.7159119 -122.398689,2008-05-21,404,True,False,
737563,37.6397591 -122.405762,2008-05-21,404,True,False,
737563,37.6894798 -122.390823,2008-05-21,404,True,False,
737563,37.6534996 -122.407127,2008-05-21,404,True,False,
737563,37.6259308 -122.40229,2008-05-21,404,True,False,
737563,37.6759796 -122.38884,2008-05-21,404,True,False,
737563,37.6646118 -122.398048,2008-05-21,404,True,False,
737566,37.7449493 -122.405167,2008-05-21,404,True,True,
737566,37.7663689 -122.405296,2008-05-21,404,True,True,
737566,37.7687798 -122.405518,2008-05-21,404,True,True,
737566,37.7787018 -122.401321,2008-05-21,404,True,True,
737566,37.7726784 -122.406807,2008-05-21,404,True,True,
737566,37.7674294 -122.405403,2008-05-21,404,True,True,
737566,37.7583504 -122.405212,2008-05-21,404,True,True,
737566,37.7186508 -122.399551,2008-05-21,404,True,True,
65964,37.6138382 -122.396011,2008-06-01,37,True,True,
65964,37.7109795 -122.395691,2008-06-01,37,True,True,
65964,37.6744995 -122.389526,2008-06-01,37,True,True,
